region,time,sector,polymer,waste_category,secondary_raw_material,value
East,2030,Commercial & industrial packaging,PET,Mechanical recycling,Granulate,0.76
East,2035,Commercial & industrial packaging,PET,Mechanical recycling,Granulate,0.76
East,2040,Commercial & industrial packaging,PET,Mechanical recycling,Granulate,0.76
East,2045,Commercial & industrial packaging,PET,Mechanical recycling,Granulate,0.76
East,2050,Commercial & industrial packaging,PET,Mechanical recycling,Granulate,0.76
East,2020,Commercial & industrial packaging,"ABS, SAN",Mechanical recycling,Granulate,0.6
East,2025,Commercial & industrial packaging,"ABS, SAN",Mechanical recycling,Granulate,0.6
East,2030,Commercial & industrial packaging,"ABS, SAN",Mechanical recycling,Granulate,0.6
East,2035,Commercial & industrial packaging,"ABS, SAN",Mechanical recycling,Granulate,0.6
East,2040,Commercial & industrial packaging,"ABS, SAN",Mechanical recycling,Granulate,0.6
East,2045,Commercial & industrial packaging,"ABS, SAN",Mechanical recycling,Granulate,0.6
East,2050,Commercial & industrial packaging,"ABS, SAN",Mechanical recycling,Granulate,0.6
East,2020,Commercial & industrial packaging,PMMA,Mechanical recycling,Granulate,0.6
East,2025,Commercial & industrial packaging,PMMA,Mechanical recycling,Granulate,0.6
East,2030,Commercial & industrial packaging,PMMA,Mechanical recycling,Granulate,0.6
East,2035,Commercial & industrial packaging,PMMA,Mechanical recycling,Granulate,0.6
East,2040,Commercial & industrial packaging,PMMA,Mechanical recycling,Granulate,0.6
East,2045,Commercial & industrial packaging,PMMA,Mechanical recycling,Granulate,0.6
East,2050,Commercial & industrial packaging,PMMA,Mechanical recycling,Granulate,0.6
East,2020,Commercial & industrial packaging,"PA (PA6, PA66)",Mechanical recycling,Granulate,0.6
East,2025,Commercial & industrial packaging,"PA (PA6, PA66)",Mechanical recycling,Granulate,0.6
East,2030,Commercial & industrial packaging,"PA (PA6, PA66)",Mechanical recycling,Granulate,0.6
East,2035,Commercial & industrial packaging,"PA (PA6, PA66)",Mechanical recycling,Granulate,0.6
East,2040,Commercial & industrial packaging,"PA (PA6, PA66)",Mechanical recycling,Granulate,0.6
East,2045,Commercial & industrial packaging,"PA (PA6, PA66)",Mechanical recycling,Granulate,0.6
East,2050,Commercial & industrial packaging,"PA (PA6, PA66)",Mechanical recycling,Granulate,0.6
East,2020,Commercial & industrial packaging,PC,Mechanical recycling,Granulate,0.6
East,2025,Commercial & industrial packaging,PC,Mechanical recycling,Granulate,0.6
East,2030,Commercial & industrial packaging,PC,Mechanical recycling,Granulate,0.6
East,2035,Commercial & industrial packaging,PC,Mechanical recycling,Granulate,0.6
East,2040,Commercial & industrial packaging,PC,Mechanical recycling,Granulate,0.6
East,2045,Commercial & industrial packaging,PC,Mechanical recycling,Granulate,0.6
East,2050,Commercial & industrial packaging,PC,Mechanical recycling,Granulate,0.6
East,2020,Commercial & industrial packaging,Other Thermoplastics,Mechanical recycling,Granulate,0.6
East,2025,Commercial & industrial packaging,Other Thermoplastics,Mechanical recycling,Granulate,0.6
East,2030,Commercial & industrial packaging,Other Thermoplastics,Mechanical recycling,Granulate,0.6
East,2035,Commercial & industrial packaging,Other Thermoplastics,Mechanical recycling,Granulate,0.6
East,2040,Commercial & industrial packaging,Other Thermoplastics,Mechanical recycling,Granulate,0.6
East,2045,Commercial & industrial packaging,Other Thermoplastics,Mechanical recycling,Granulate,0.6
East,2050,Commercial & industrial packaging,Other Thermoplastics,Mechanical recycling,Granulate,0.6
East,2020,Commercial & industrial packaging,PUR,Mechanical recycling,Granulate,0.6
East,2025,Commercial & industrial packaging,PUR,Mechanical recycling,Granulate,0.6
East,2030,Commercial & industrial packaging,PUR,Mechanical recycling,Granulate,0.6
East,2035,Commercial & industrial packaging,PUR,Mechanical recycling,Granulate,0.6
East,2040,Commercial & industrial packaging,PUR,Mechanical recycling,Granulate,0.6
East,2045,Commercial & industrial packaging,PUR,Mechanical recycling,Granulate,0.6
East,2050,Commercial & industrial packaging,PUR,Mechanical recycling,Granulate,0.6
East,2020,Commercial & industrial packaging,Other Plastics,Mechanical recycling,Granulate,0.6
East,2025,Commercial & industrial packaging,Other Plastics,Mechanical recycling,Granulate,0.6
East,2030,Commercial & industrial packaging,Other Plastics,Mechanical recycling,Granulate,0.6
East,2035,Commercial & industrial packaging,Other Plastics,Mechanical recycling,Granulate,0.6
East,2040,Commercial & industrial packaging,Other Plastics,Mechanical recycling,Granulate,0.6
East,2045,Commercial & industrial packaging,Other Plastics,Mechanical recycling,Granulate,0.6
East,2050,Commercial & industrial packaging,Other Plastics,Mechanical recycling,Granulate,0.6
East,2020,Building and Construction,"PE-LD, -LLD",Mechanical recycling,Granulate,0.4
East,2025,Building and Construction,"PE-LD, -LLD",Mechanical recycling,Granulate,0.4
East,2030,Building and Construction,"PE-LD, -LLD",Mechanical recycling,Granulate,0.4
East,2035,Building and Construction,"PE-LD, -LLD",Mechanical recycling,Granulate,0.4
East,2040,Building and Construction,"PE-LD, -LLD",Mechanical recycling,Granulate,0.4
East,2045,Building and Construction,"PE-LD, -LLD",Mechanical recycling,Granulate,0.4
East,2050,Building and Construction,"PE-LD, -LLD",Mechanical recycling,Granulate,0.4
East,2020,Building and Construction,"PE-HD, -MD",Mechanical recycling,Granulate,0.4
East,2025,Building and Construction,"PE-HD, -MD",Mechanical recycling,Granulate,0.4
East,2030,Building and Construction,"PE-HD, -MD",Mechanical recycling,Granulate,0.4
East,2035,Building and Construction,"PE-HD, -MD",Mechanical recycling,Granulate,0.4
East,2040,Building and Construction,"PE-HD, -MD",Mechanical recycling,Granulate,0.4
East,2045,Building and Construction,"PE-HD, -MD",Mechanical recycling,Granulate,0.4
East,2050,Building and Construction,"PE-HD, -MD",Mechanical recycling,Granulate,0.4
East,2020,Building and Construction,PP,Mechanical recycling,Granulate,0.7
East,2025,Building and Construction,PP,Mechanical recycling,Granulate,0.7
East,2030,Building and Construction,PP,Mechanical recycling,Granulate,0.7
East,2035,Building and Construction,PP,Mechanical recycling,Granulate,0.7
East,2040,Building and Construction,PP,Mechanical recycling,Granulate,0.7
East,2045,Building and Construction,PP,Mechanical recycling,Granulate,0.7
East,2050,Building and Construction,PP,Mechanical recycling,Granulate,0.7
East,2020,Building and Construction,PS,Mechanical recycling,Granulate,0.6
East,2025,Building and Construction,PS,Mechanical recycling,Granulate,0.6
East,2030,Building and Construction,PS,Mechanical recycling,Granulate,0.6
East,2035,Building and Construction,PS,Mechanical recycling,Granulate,0.6
East,2040,Building and Construction,PS,Mechanical recycling,Granulate,0.6
East,2045,Building and Construction,PS,Mechanical recycling,Granulate,0.6
East,2050,Building and Construction,PS,Mechanical recycling,Granulate,0.6
East,2020,Building and Construction,PS-E,Mechanical recycling,Granulate,0.6
East,2025,Building and Construction,PS-E,Mechanical recycling,Granulate,0.6
East,2030,Building and Construction,PS-E,Mechanical recycling,Granulate,0.6
East,2035,Building and Construction,PS-E,Mechanical recycling,Granulate,0.6
East,2040,Building and Construction,PS-E,Mechanical recycling,Granulate,0.6
East,2045,Building and Construction,PS-E,Mechanical recycling,Granulate,0.6
East,2050,Building and Construction,PS-E,Mechanical recycling,Granulate,0.6
East,2020,Building and Construction,PVC,Mechanical recycling,Granulate,0.6
East,2025,Building and Construction,PVC,Mechanical recycling,Granulate,0.6
East,2030,Building and Construction,PVC,Mechanical recycling,Granulate,0.6
East,2035,Building and Construction,PVC,Mechanical recycling,Granulate,0.6
East,2040,Building and Construction,PVC,Mechanical recycling,Granulate,0.6
East,2045,Building and Construction,PVC,Mechanical recycling,Granulate,0.6
East,2050,Building and Construction,PVC,Mechanical recycling,Granulate,0.6
East,2020,Building and Construction,PET,Mechanical recycling,Granulate,0.5
East,2025,Building and Construction,PET,Mechanical recycling,Granulate,0.5
East,2030,Building and Construction,PET,Mechanical recycling,Granulate,0.5
East,2035,Building and Construction,PET,Mechanical recycling,Granulate,0.5
East,2040,Building and Construction,PET,Mechanical recycling,Granulate,0.5
East,2045,Building and Construction,PET,Mechanical recycling,Granulate,0.5
East,2050,Building and Construction,PET,Mechanical recycling,Granulate,0.5
East,2020,Building and Construction,"ABS, SAN",Mechanical recycling,Granulate,0.6
East,2025,Building and Construction,"ABS, SAN",Mechanical recycling,Granulate,0.6
East,2030,Building and Construction,"ABS, SAN",Mechanical recycling,Granulate,0.6
East,2035,Building and Construction,"ABS, SAN",Mechanical recycling,Granulate,0.6
East,2040,Building and Construction,"ABS, SAN",Mechanical recycling,Granulate,0.6
East,2045,Building and Construction,"ABS, SAN",Mechanical recycling,Granulate,0.6
East,2050,Building and Construction,"ABS, SAN",Mechanical recycling,Granulate,0.6
East,2020,Building and Construction,PMMA,Mechanical recycling,Granulate,0.6
East,2025,Building and Construction,PMMA,Mechanical recycling,Granulate,0.6
East,2030,Building and Construction,PMMA,Mechanical recycling,Granulate,0.6
East,2035,Building and Construction,PMMA,Mechanical recycling,Granulate,0.6
East,2040,Building and Construction,PMMA,Mechanical recycling,Granulate,0.6
East,2045,Building and Construction,PMMA,Mechanical recycling,Granulate,0.6
East,2050,Building and Construction,PMMA,Mechanical recycling,Granulate,0.6
East,2020,Building and Construction,"PA (PA6, PA66)",Mechanical recycling,Granulate,0.6
East,2025,Building and Construction,"PA (PA6, PA66)",Mechanical recycling,Granulate,0.6
East,2030,Building and Construction,"PA (PA6, PA66)",Mechanical recycling,Granulate,0.6
East,2035,Building and Construction,"PA (PA6, PA66)",Mechanical recycling,Granulate,0.6
East,2040,Building and Construction,"PA (PA6, PA66)",Mechanical recycling,Granulate,0.6
East,2045,Building and Construction,"PA (PA6, PA66)",Mechanical recycling,Granulate,0.6
East,2050,Building and Construction,"PA (PA6, PA66)",Mechanical recycling,Granulate,0.6
East,2020,Building and Construction,PC,Mechanical recycling,Granulate,0.6
East,2025,Building and Construction,PC,Mechanical recycling,Granulate,0.6
East,2030,Building and Construction,PC,Mechanical recycling,Granulate,0.6
East,2035,Building and Construction,PC,Mechanical recycling,Granulate,0.6
East,2040,Building and Construction,PC,Mechanical recycling,Granulate,0.6
East,2045,Building and Construction,PC,Mechanical recycling,Granulate,0.6
East,2050,Building and Construction,PC,Mechanical recycling,Granulate,0.6
East,2020,Building and Construction,Other Thermoplastics,Mechanical recycling,Granulate,0.6
East,2025,Building and Construction,Other Thermoplastics,Mechanical recycling,Granulate,0.6
East,2030,Building and Construction,Other Thermoplastics,Mechanical recycling,Granulate,0.6
East,2035,Building and Construction,Other Thermoplastics,Mechanical recycling,Granulate,0.6
East,2040,Building and Construction,Other Thermoplastics,Mechanical recycling,Granulate,0.6
East,2045,Building and Construction,Other Thermoplastics,Mechanical recycling,Granulate,0.6
East,2050,Building and Construction,Other Thermoplastics,Mechanical recycling,Granulate,0.6
East,2020,Building and Construction,PUR,Mechanical recycling,Granulate,0.6
East,2025,Building and Construction,PUR,Mechanical recycling,Granulate,0.6
East,2030,Building and Construction,PUR,Mechanical recycling,Granulate,0.6
East,2035,Building and Construction,PUR,Mechanical recycling,Granulate,0.6
East,2040,Building and Construction,PUR,Mechanical recycling,Granulate,0.6
East,2045,Building and Construction,PUR,Mechanical recycling,Granulate,0.6
East,2050,Building and Construction,PUR,Mechanical recycling,Granulate,0.6
East,2020,Building and Construction,Other Plastics,Mechanical recycling,Granulate,0.6
East,2025,Building and Construction,Other Plastics,Mechanical recycling,Granulate,0.6
East,2030,Building and Construction,Other Plastics,Mechanical recycling,Granulate,0.6
East,2035,Building and Construction,Other Plastics,Mechanical recycling,Granulate,0.6
East,2040,Building and Construction,Other Plastics,Mechanical recycling,Granulate,0.6
East,2045,Building and Construction,Other Plastics,Mechanical recycling,Granulate,0.6
East,2050,Building and Construction,Other Plastics,Mechanical recycling,Granulate,0.6
East,2020,EPS ETICS,PS-E,Mechanical recycling,Granulate,0.6
East,2025,EPS ETICS,PS-E,Mechanical recycling,Granulate,0.6
East,2030,EPS ETICS,PS-E,Mechanical recycling,Granulate,0.6
East,2035,EPS ETICS,PS-E,Mechanical recycling,Granulate,0.6
East,2040,EPS ETICS,PS-E,Mechanical recycling,Granulate,0.6
East,2045,EPS ETICS,PS-E,Mechanical recycling,Granulate,0.6
East,2050,EPS ETICS,PS-E,Mechanical recycling,Granulate,0.6
East,2020,EPS flat roof,PS-E,Mechanical recycling,Granulate,0.6
East,2025,EPS flat roof,PS-E,Mechanical recycling,Granulate,0.6
East,2030,EPS flat roof,PS-E,Mechanical recycling,Granulate,0.6
East,2035,EPS flat roof,PS-E,Mechanical recycling,Granulate,0.6
East,2040,EPS flat roof,PS-E,Mechanical recycling,Granulate,0.6
East,2045,EPS flat roof,PS-E,Mechanical recycling,Granulate,0.6
East,2050,EPS flat roof,PS-E,Mechanical recycling,Granulate,0.6
East,2020,EPS flooring,PS-E,Mechanical recycling,Granulate,0.6
East,2025,EPS flooring,PS-E,Mechanical recycling,Granulate,0.6
East,2030,EPS flooring,PS-E,Mechanical recycling,Granulate,0.6
East,2035,EPS flooring,PS-E,Mechanical recycling,Granulate,0.6
East,2040,EPS flooring,PS-E,Mechanical recycling,Granulate,0.6
East,2045,EPS flooring,PS-E,Mechanical recycling,Granulate,0.6
East,2050,EPS flooring,PS-E,Mechanical recycling,Granulate,0.6
East,2020,EPS perimeter,PS-E,Mechanical recycling,Granulate,0.6
East,2025,EPS perimeter,PS-E,Mechanical recycling,Granulate,0.6
East,2030,EPS perimeter,PS-E,Mechanical recycling,Granulate,0.6
East,2035,EPS perimeter,PS-E,Mechanical recycling,Granulate,0.6
East,2040,EPS perimeter,PS-E,Mechanical recycling,Granulate,0.6
East,2045,EPS perimeter,PS-E,Mechanical recycling,Granulate,0.6
East,2050,EPS perimeter,PS-E,Mechanical recycling,Granulate,0.6
East,2020,EPS others in B&C,PS-E,Mechanical recycling,Granulate,0.6
East,2025,EPS others in B&C,PS-E,Mechanical recycling,Granulate,0.6
East,2030,EPS others in B&C,PS-E,Mechanical recycling,Granulate,0.6
East,2035,EPS others in B&C,PS-E,Mechanical recycling,Granulate,0.6
East,2040,EPS others in B&C,PS-E,Mechanical recycling,Granulate,0.6
East,2045,EPS others in B&C,PS-E,Mechanical recycling,Granulate,0.6
East,2050,EPS others in B&C,PS-E,Mechanical recycling,Granulate,0.6
East,2020,PVC pipes,PVC,Mechanical recycling,Granulate,0.6
East,2025,PVC pipes,PVC,Mechanical recycling,Granulate,0.6
East,2030,PVC pipes,PVC,Mechanical recycling,Granulate,0.6
East,2035,PVC pipes,PVC,Mechanical recycling,Granulate,0.6
East,2040,PVC pipes,PVC,Mechanical recycling,Granulate,0.6
East,2045,PVC pipes,PVC,Mechanical recycling,Granulate,0.6
East,2050,PVC pipes,PVC,Mechanical recycling,Granulate,0.6
East,2020,PVC profiles,PVC,Mechanical recycling,Granulate,0.6
East,2025,PVC profiles,PVC,Mechanical recycling,Granulate,0.6
East,2030,PVC profiles,PVC,Mechanical recycling,Granulate,0.6
East,2035,PVC profiles,PVC,Mechanical recycling,Granulate,0.6
East,2040,PVC profiles,PVC,Mechanical recycling,Granulate,0.6
East,2045,PVC profiles,PVC,Mechanical recycling,Granulate,0.6
East,2050,PVC profiles,PVC,Mechanical recycling,Granulate,0.6
East,2020,PVC others in B&C,PVC,Mechanical recycling,Granulate,0.6
East,2025,PVC others in B&C,PVC,Mechanical recycling,Granulate,0.6
East,2030,PVC others in B&C,PVC,Mechanical recycling,Granulate,0.6
East,2035,PVC others in B&C,PVC,Mechanical recycling,Granulate,0.6
East,2040,PVC others in B&C,PVC,Mechanical recycling,Granulate,0.6
East,2045,PVC others in B&C,PVC,Mechanical recycling,Granulate,0.6
East,2050,PVC others in B&C,PVC,Mechanical recycling,Granulate,0.6
East,2020,PUR rigid spray foam,PUR,Mechanical recycling,Granulate,0.6
East,2025,PUR rigid spray foam,PUR,Mechanical recycling,Granulate,0.6
East,2030,PUR rigid spray foam,PUR,Mechanical recycling,Granulate,0.6
East,2035,PUR rigid spray foam,PUR,Mechanical recycling,Granulate,0.6
East,2040,PUR rigid spray foam,PUR,Mechanical recycling,Granulate,0.6
East,2045,PUR rigid spray foam,PUR,Mechanical recycling,Granulate,0.6
East,2050,PUR rigid spray foam,PUR,Mechanical recycling,Granulate,0.6
East,2020,PUR boards and panels rigid foam,PUR,Mechanical recycling,Granulate,0.6
East,2025,PUR boards and panels rigid foam,PUR,Mechanical recycling,Granulate,0.6
East,2030,PUR boards and panels rigid foam,PUR,Mechanical recycling,Granulate,0.6
East,2035,PUR boards and panels rigid foam,PUR,Mechanical recycling,Granulate,0.6
East,2040,PUR boards and panels rigid foam,PUR,Mechanical recycling,Granulate,0.6
East,2045,PUR boards and panels rigid foam,PUR,Mechanical recycling,Granulate,0.6
East,2050,PUR boards and panels rigid foam,PUR,Mechanical recycling,Granulate,0.6
East,2020,Automotive,"PE-LD, -LLD",Mechanical recycling,Granulate,0.4
East,2025,Automotive,"PE-LD, -LLD",Mechanical recycling,Granulate,0.4
East,2030,Automotive,"PE-LD, -LLD",Mechanical recycling,Granulate,0.4
East,2035,Automotive,"PE-LD, -LLD",Mechanical recycling,Granulate,0.4
East,2040,Automotive,"PE-LD, -LLD",Mechanical recycling,Granulate,0.4
East,2045,Automotive,"PE-LD, -LLD",Mechanical recycling,Granulate,0.4
East,2050,Automotive,"PE-LD, -LLD",Mechanical recycling,Granulate,0.4
East,2020,Automotive,"PE-HD, -MD",Mechanical recycling,Granulate,0.4
East,2025,Automotive,"PE-HD, -MD",Mechanical recycling,Granulate,0.4
East,2030,Automotive,"PE-HD, -MD",Mechanical recycling,Granulate,0.4
East,2035,Automotive,"PE-HD, -MD",Mechanical recycling,Granulate,0.4
East,2040,Automotive,"PE-HD, -MD",Mechanical recycling,Granulate,0.4
East,2045,Automotive,"PE-HD, -MD",Mechanical recycling,Granulate,0.4
East,2050,Automotive,"PE-HD, -MD",Mechanical recycling,Granulate,0.4
East,2020,Automotive,PP,Mechanical recycling,Granulate,0.7
East,2025,Automotive,PP,Mechanical recycling,Granulate,0.7
East,2030,Automotive,PP,Mechanical recycling,Granulate,0.7
East,2035,Automotive,PP,Mechanical recycling,Granulate,0.7
East,2040,Automotive,PP,Mechanical recycling,Granulate,0.7
East,2045,Automotive,PP,Mechanical recycling,Granulate,0.7
East,2050,Automotive,PP,Mechanical recycling,Granulate,0.7
East,2020,Automotive,PS,Mechanical recycling,Granulate,0.6
East,2025,Automotive,PS,Mechanical recycling,Granulate,0.6
East,2030,Automotive,PS,Mechanical recycling,Granulate,0.6
East,2035,Automotive,PS,Mechanical recycling,Granulate,0.6
East,2040,Automotive,PS,Mechanical recycling,Granulate,0.6
East,2045,Automotive,PS,Mechanical recycling,Granulate,0.6
East,2050,Automotive,PS,Mechanical recycling,Granulate,0.6
East,2020,Automotive,PS-E,Mechanical recycling,Granulate,0.6
East,2025,Automotive,PS-E,Mechanical recycling,Granulate,0.6
East,2030,Automotive,PS-E,Mechanical recycling,Granulate,0.6
East,2035,Automotive,PS-E,Mechanical recycling,Granulate,0.6
East,2040,Automotive,PS-E,Mechanical recycling,Granulate,0.6
East,2045,Automotive,PS-E,Mechanical recycling,Granulate,0.6
East,2050,Automotive,PS-E,Mechanical recycling,Granulate,0.6
East,2020,Automotive,PVC,Mechanical recycling,Granulate,0.6
East,2025,Automotive,PVC,Mechanical recycling,Granulate,0.6
East,2030,Automotive,PVC,Mechanical recycling,Granulate,0.6
East,2035,Automotive,PVC,Mechanical recycling,Granulate,0.6
East,2040,Automotive,PVC,Mechanical recycling,Granulate,0.6
East,2045,Automotive,PVC,Mechanical recycling,Granulate,0.6
East,2050,Automotive,PVC,Mechanical recycling,Granulate,0.6
East,2020,Automotive,PET,Mechanical recycling,Granulate,0.5
East,2025,Automotive,PET,Mechanical recycling,Granulate,0.5
East,2030,Automotive,PET,Mechanical recycling,Granulate,0.5
East,2035,Automotive,PET,Mechanical recycling,Granulate,0.5
East,2040,Automotive,PET,Mechanical recycling,Granulate,0.5
East,2045,Automotive,PET,Mechanical recycling,Granulate,0.5
East,2050,Automotive,PET,Mechanical recycling,Granulate,0.5
East,2020,Automotive,"ABS, SAN",Mechanical recycling,Granulate,0.6
East,2025,Automotive,"ABS, SAN",Mechanical recycling,Granulate,0.6
East,2030,Automotive,"ABS, SAN",Mechanical recycling,Granulate,0.6
East,2035,Automotive,"ABS, SAN",Mechanical recycling,Granulate,0.6
East,2040,Automotive,"ABS, SAN",Mechanical recycling,Granulate,0.6
East,2045,Automotive,"ABS, SAN",Mechanical recycling,Granulate,0.6
East,2050,Automotive,"ABS, SAN",Mechanical recycling,Granulate,0.6
East,2020,Automotive,PMMA,Mechanical recycling,Granulate,0.6
East,2025,Automotive,PMMA,Mechanical recycling,Granulate,0.6
East,2030,Automotive,PMMA,Mechanical recycling,Granulate,0.6
East,2035,Automotive,PMMA,Mechanical recycling,Granulate,0.6
East,2040,Automotive,PMMA,Mechanical recycling,Granulate,0.6
East,2045,Automotive,PMMA,Mechanical recycling,Granulate,0.6
East,2050,Automotive,PMMA,Mechanical recycling,Granulate,0.6
East,2020,Automotive,"PA (PA6, PA66)",Mechanical recycling,Granulate,0.6
East,2025,Automotive,"PA (PA6, PA66)",Mechanical recycling,Granulate,0.6
East,2030,Automotive,"PA (PA6, PA66)",Mechanical recycling,Granulate,0.6
East,2035,Automotive,"PA (PA6, PA66)",Mechanical recycling,Granulate,0.6
East,2040,Automotive,"PA (PA6, PA66)",Mechanical recycling,Granulate,0.6
East,2045,Automotive,"PA (PA6, PA66)",Mechanical recycling,Granulate,0.6
East,2050,Automotive,"PA (PA6, PA66)",Mechanical recycling,Granulate,0.6
East,2020,Automotive,PC,Mechanical recycling,Granulate,0.6
East,2025,Automotive,PC,Mechanical recycling,Granulate,0.6
East,2030,Automotive,PC,Mechanical recycling,Granulate,0.6
East,2035,Automotive,PC,Mechanical recycling,Granulate,0.6
East,2040,Automotive,PC,Mechanical recycling,Granulate,0.6
East,2045,Automotive,PC,Mechanical recycling,Granulate,0.6
East,2050,Automotive,PC,Mechanical recycling,Granulate,0.6
East,2020,Automotive,Other Thermoplastics,Mechanical recycling,Granulate,0.6
East,2025,Automotive,Other Thermoplastics,Mechanical recycling,Granulate,0.6
East,2030,Automotive,Other Thermoplastics,Mechanical recycling,Granulate,0.6
East,2035,Automotive,Other Thermoplastics,Mechanical recycling,Granulate,0.6
East,2040,Automotive,Other Thermoplastics,Mechanical recycling,Granulate,0.6
East,2045,Automotive,Other Thermoplastics,Mechanical recycling,Granulate,0.6
East,2050,Automotive,Other Thermoplastics,Mechanical recycling,Granulate,0.6
East,2020,Automotive,PUR,Mechanical recycling,Granulate,0.6
East,2025,Automotive,PUR,Mechanical recycling,Granulate,0.6
East,2030,Automotive,PUR,Mechanical recycling,Granulate,0.6
East,2035,Automotive,PUR,Mechanical recycling,Granulate,0.6
East,2040,Automotive,PUR,Mechanical recycling,Granulate,0.6
East,2045,Automotive,PUR,Mechanical recycling,Granulate,0.6
East,2050,Automotive,PUR,Mechanical recycling,Granulate,0.6
East,2020,Automotive,Other Plastics,Mechanical recycling,Granulate,0.6
East,2025,Automotive,Other Plastics,Mechanical recycling,Granulate,0.6
East,2030,Automotive,Other Plastics,Mechanical recycling,Granulate,0.6
East,2035,Automotive,Other Plastics,Mechanical recycling,Granulate,0.6
East,2040,Automotive,Other Plastics,Mechanical recycling,Granulate,0.6
East,2045,Automotive,Other Plastics,Mechanical recycling,Granulate,0.6
East,2050,Automotive,Other Plastics,Mechanical recycling,Granulate,0.6
East,2020,PUR moulded automotive,PUR,Mechanical recycling,Granulate,0.6
East,2025,PUR moulded automotive,PUR,Mechanical recycling,Granulate,0.6
East,2030,PUR moulded automotive,PUR,Mechanical recycling,Granulate,0.6
East,2035,PUR moulded automotive,PUR,Mechanical recycling,Granulate,0.6
East,2040,PUR moulded automotive,PUR,Mechanical recycling,Granulate,0.6
East,2045,PUR moulded automotive,PUR,Mechanical recycling,Granulate,0.6
East,2050,PUR moulded automotive,PUR,Mechanical recycling,Granulate,0.6
East,2020,PUR others in Automotive,PUR,Mechanical recycling,Granulate,0.6
East,2025,PUR others in Automotive,PUR,Mechanical recycling,Granulate,0.6
East,2030,PUR others in Automotive,PUR,Mechanical recycling,Granulate,0.6
East,2035,PUR others in Automotive,PUR,Mechanical recycling,Granulate,0.6
East,2040,PUR others in Automotive,PUR,Mechanical recycling,Granulate,0.6
East,2045,PUR others in Automotive,PUR,Mechanical recycling,Granulate,0.6
East,2050,PUR others in Automotive,PUR,Mechanical recycling,Granulate,0.6
East,2020,Electrical and Electronics,"PE-LD, -LLD",Mechanical recycling,Granulate,0.4
East,2025,Electrical and Electronics,"PE-LD, -LLD",Mechanical recycling,Granulate,0.4
East,2030,Electrical and Electronics,"PE-LD, -LLD",Mechanical recycling,Granulate,0.4
East,2035,Electrical and Electronics,"PE-LD, -LLD",Mechanical recycling,Granulate,0.4
East,2040,Electrical and Electronics,"PE-LD, -LLD",Mechanical recycling,Granulate,0.4
East,2045,Electrical and Electronics,"PE-LD, -LLD",Mechanical recycling,Granulate,0.4
East,2050,Electrical and Electronics,"PE-LD, -LLD",Mechanical recycling,Granulate,0.4
East,2020,Electrical and Electronics,"PE-HD, -MD",Mechanical recycling,Granulate,0.4
East,2025,Electrical and Electronics,"PE-HD, -MD",Mechanical recycling,Granulate,0.4
East,2030,Electrical and Electronics,"PE-HD, -MD",Mechanical recycling,Granulate,0.4
East,2035,Electrical and Electronics,"PE-HD, -MD",Mechanical recycling,Granulate,0.4
East,2040,Electrical and Electronics,"PE-HD, -MD",Mechanical recycling,Granulate,0.4
East,2045,Electrical and Electronics,"PE-HD, -MD",Mechanical recycling,Granulate,0.4
East,2050,Electrical and Electronics,"PE-HD, -MD",Mechanical recycling,Granulate,0.4
East,2020,Electrical and Electronics,PP,Mechanical recycling,Granulate,0.7
East,2025,Electrical and Electronics,PP,Mechanical recycling,Granulate,0.7
East,2030,Electrical and Electronics,PP,Mechanical recycling,Granulate,0.7
East,2035,Electrical and Electronics,PP,Mechanical recycling,Granulate,0.7
East,2040,Electrical and Electronics,PP,Mechanical recycling,Granulate,0.7
East,2045,Electrical and Electronics,PP,Mechanical recycling,Granulate,0.7
East,2050,Electrical and Electronics,PP,Mechanical recycling,Granulate,0.7
East,2020,Electrical and Electronics,PS,Mechanical recycling,Granulate,0.6
East,2025,Electrical and Electronics,PS,Mechanical recycling,Granulate,0.6
East,2030,Electrical and Electronics,PS,Mechanical recycling,Granulate,0.6
East,2035,Electrical and Electronics,PS,Mechanical recycling,Granulate,0.6
East,2040,Electrical and Electronics,PS,Mechanical recycling,Granulate,0.6
East,2045,Electrical and Electronics,PS,Mechanical recycling,Granulate,0.6
East,2050,Electrical and Electronics,PS,Mechanical recycling,Granulate,0.6
East,2020,Electrical and Electronics,PS-E,Mechanical recycling,Granulate,0.6
East,2025,Electrical and Electronics,PS-E,Mechanical recycling,Granulate,0.6
East,2030,Electrical and Electronics,PS-E,Mechanical recycling,Granulate,0.6
East,2035,Electrical and Electronics,PS-E,Mechanical recycling,Granulate,0.6
East,2040,Electrical and Electronics,PS-E,Mechanical recycling,Granulate,0.6
East,2045,Electrical and Electronics,PS-E,Mechanical recycling,Granulate,0.6
East,2050,Electrical and Electronics,PS-E,Mechanical recycling,Granulate,0.6
East,2020,Electrical and Electronics,PVC,Mechanical recycling,Granulate,0.6
East,2025,Electrical and Electronics,PVC,Mechanical recycling,Granulate,0.6
East,2030,Electrical and Electronics,PVC,Mechanical recycling,Granulate,0.6
East,2035,Electrical and Electronics,PVC,Mechanical recycling,Granulate,0.6
East,2040,Electrical and Electronics,PVC,Mechanical recycling,Granulate,0.6
East,2045,Electrical and Electronics,PVC,Mechanical recycling,Granulate,0.6
East,2050,Electrical and Electronics,PVC,Mechanical recycling,Granulate,0.6
